initial_position,initial_velocity,mass,time,location
2379,97,488,76,-18609.16
8196,95,64,15,8516.25
4186,24,121,27,1254.6099999999997
5102,99,3,57,-5207.59
6572,19,89,39,-155.11000000000058
1860,62,788,56,-10065.76
8927,3,351,56,-6302.76
6669,66,691,46,-684.5599999999995
3872,41,732,6,3941.24
2322,25,457,55,-11155.75
7548,52,803,74,-15491.16
2188,32,678,84,-29768.96
4890,56,734,68,-14005.84
9327,78,921,54,-778.5600000000013
9891,90,457,8,10296.76
605,65,761,32,-2342.84
8590,2,480,10,8119.0
1889,42,10,88,-32438.04
6764,25,773,99,-38883.91
8344,20,843,42,522.7600000000002
2001,89,863,42,-2922.24
3145,65,191,17,2831.01
5118,78,836,6,5409.24
1673,42,328,42,-5224.24
1824,33,452,57,-12247.59
5317,32,441,33,1026.0100000000002
4345,79,740,27,2898.6099999999997
6305,62,227,68,-12182.84
2812,78,907,9,3116.29
4126,23,749,79,-24700.31
5408,23,538,83,-26507.989999999998
1519,64,114,23,393.6100000000001
3363,34,161,9,3271.29
4100,11,13,66,-16561.96
9272,73,607,74,-12213.16
8689,74,163,75,-13379.75
7017,82,116,70,-11302.0
626,63,640,81,-26485.510000000002
4714,94,847,58,-6351.240000000002
9762,23,959,57,-4879.59
6398,22,664,48,-3858.6399999999994
3672,86,2,19,3533.49
4495,34,106,89,-31371.11
4885,40,192,22,3388.56
591,8,125,99,-46739.91
298,81,139,53,-9201.19
5514,16,631,68,-16101.84
4490,47,13,72,-17579.440000000002
6510,92,61,97,-30764.190000000002
5416,28,190,52,-6404.640000000001
5465,38,601,35,780.25
9107,52,80,99,-33867.91
1596,28,888,58,-13297.240000000002
9011,66,854,62,-5771.040000000001
1884,5,776,77,-26842.39
4904,55,738,38,-96.03999999999996
7712,59,29,85,-22747.75
3880,12,64,21,1966.69
2283,86,400,4,2548.44
97,43,791,76,-24995.16
1897,34,620,50,-8678.0
1960,19,957,90,-36101.0
3323,45,549,65,-14496.75
869,72,318,70,-18150.0
7537,84,195,38,3638.96
3055,77,429,96,-34803.56
2795,63,571,68,-15624.84
7784,27,945,81,-22243.510000000002
1125,9,474,67,-20312.99
6026,66,919,17,5729.01
1472,91,141,95,-34195.75
999,90,984,91,-31470.71
8460,72,42,27,6824.61
1510,21,908,4,1515.44
9760,43,962,88,-24479.04
6936,58,868,24,5499.84
3991,80,351,87,-26212.79
4845,18,559,7,4730.41
3848,62,665,64,-12295.36
1398,61,50,85,-28891.75
1685,59,231,16,1372.04
7462,63,621,36,3366.6399999999994
2610,29,583,60,-13326.0
7329,11,759,45,-2118.75
3447,61,880,41,-2305.710000000001
9212,4,927,31,4617.49
7765,95,544,95,-27522.75
1704,20,851,51,-10046.91
2737,36,458,45,-5585.75
9278,54,700,8,9395.76
10,97,861,50,-7415.0
6345,69,77,10,6544.0
5569,94,843,90,-25742.0
7825,71,755,97,-31486.190000000002
6744,98,189,38,3377.96
4122,79,631,15,4202.25
520,30,701,47,-8916.19
727,33,11,45,-7730.75
4701,63,97,87,-26981.79
6367,82,608,2,6511.36
7754,98,571,64,-6085.360000000001
5238,18,759,96,-38284.56
5583,69,644,15,5513.25
9657,11,961,56,-5124.76
9249,5,294,23,6766.610000000001
4806,49,758,91,-31394.71
36,71,616,61,-13903.11
9444,5,23,18,7943.16
4832,1,744,34,-809.96
6409,68,301,20,5805.0
7288,61,432,86,-23780.36
5318,52,1,9,5388.29
1632,54,303,52,-8836.640000000001
7304,72,658,87,-23595.79
2050,34,71,25,-168.75
2513,45,237,38,-2867.04
1087,86,624,84,-26333.96
4815,13,473,95,-38262.75
9515,24,297,16,8642.04
4663,60,271,86,-26491.36
8559,73,592,69,-9780.510000000002
8904,85,558,66,-6873.959999999999
2121,11,369,89,-35792.11
1544,66,89,27,-253.39000000000033
3310,34,846,4,3367.44
7234,35,907,39,1130.8899999999994
3587,31,573,89,-32546.11
1203,18,144,75,-25065.75
6552,67,987,23,5495.610000000001
624,53,82,94,-37778.76
3990,23,110,1,4008.09
7006,39,529,98,-36327.64
6835,87,932,43,1497.4099999999999
3397,27,620,32,-766.8400000000001
5006,90,992,65,-9888.75
6377,19,332,1,6391.09
9043,99,920,41,4848.289999999999
8503,44,7,94,-30745.760000000002
3907,99,804,4,4224.44
674,22,158,37,-5233.79
3687,10,867,71,-20354.31
7012,18,196,76,-19980.16
9610,22,855,92,-29924.239999999998
5567,36,43,35,812.25
3783,75,88,9,4060.29
4309,27,364,9,4154.29
6592,35,172,45,-1775.75
5127,4,617,16,3934.04
1252,14,84,75,-25316.75
741,73,393,75,-21402.75
4511,95,435,49,-2622.91
2443,31,484,1,2469.09
6825,89,410,45,887.25
1794,35,336,39,-4309.110000000001
6075,80,9,58,-5802.240000000002
8014,31,421,2,8056.36
7427,86,426,68,-9428.84
9543,45,894,25,7599.25
8029,28,34,1,8052.09
3435,30,491,82,-27119.840000000004
4042,40,792,63,-12925.79
8426,55,253,22,7259.5599999999995
2344,9,727,34,-3025.96
1345,59,935,71,-19217.31
5765,7,77,11,5247.89
4128,62,228,19,3533.49
2066,2,563,62,-16684.04
6528,5,423,29,2543.6899999999996
534,10,289,33,-4482.99
3353,42,731,93,-35207.590000000004
3638,34,432,68,-16753.84
324,95,963,37,-2882.79
3665,42,240,78,-22931.440000000002
1562,86,987,23,942.6100000000001
4374,47,936,2,4448.36
3085,79,708,22,2446.56
2538,40,123,58,-11659.240000000002
698,59,39,78,-24572.440000000002
4566,13,166,26,1584.8399999999997
495,98,310,93,-32857.590000000004
12,23,427,32,-4279.84
2146,87,709,40,-2230.0
9624,33,308,61,-6633.110000000001
2719,41,214,16,2118.04
9782,45,196,68,-9861.84
8132,4,939,69,-14968.510000000002
7269,49,129,55,-4888.75
3301,27,938,79,-25209.31
2394,22,482,2,2418.36
948,65,380,58,-11799.240000000002
1420,17,576,17,290.01
3083,17,433,81,-27754.510000000002
3664,92,741,46,-2493.5599999999995
7297,84,655,77,-15346.39
5830,98,84,67,-9644.990000000002
3941,57,352,90,-30700.0
1198,37,136,91,-36094.71
6099,51,331,29,3448.6899999999996
7453,32,622,44,-644.7600000000002
8033,87,693,32,5789.16
3176,89,757,80,-21128.0
4197,12,842,40,-3179.0
7166,87,271,34,4448.04
4216,28,773,92,-34766.24
1173,29,897,74,-23568.16
4104,82,294,58,-7657.240000000002
8127,5,430,74,-18390.16
7556,16,928,95,-35236.75
9228,32,88,16,8483.04
6224,87,846,84,-21112.96
1917,72,366,9,2167.29
1406,2,200,89,-37308.11
5059,96,583,36,2151.6399999999994
814,34,557,17,-26.99000000000001
2700,88,573,93,-31582.590000000004
6832,92,463,23,6350.610000000001
2568,70,442,99,-38624.91
7288,93,378,27,6219.61
1487,59,348,21,560.69
8277,65,149,94,-28997.760000000002
77,64,103,59,-13238.71
902,84,611,48,-6378.639999999999
7501,77,538,17,7391.01
7000,26,982,86,-27078.36
7692,44,138,19,6755.49
4800,57,435,50,-4625.0
7793,69,291,81,-18832.510000000002
7425,95,815,49,291.09000000000015
232,9,877,23,-2158.39
7391,25,371,96,-35459.56
5362,21,405,76,-21402.16
2869,7,918,85,-32010.75
5977,78,798,97,-32655.190000000002
7353,77,590,22,6670.5599999999995
6537,9,486,85,-28172.75
931,41,58,40,-5285.0
4777,9,540,64,-14758.36
4109,92,552,29,2647.6899999999996
8342,66,346,67,-9276.990000000002
5797,52,50,91,-30130.71
9191,32,964,60,-6565.0
3187,95,159,82,-22037.840000000004
1079,80,517,5,1356.25
5501,21,891,36,-106.36000000000058
1964,65,565,16,1747.04
2270,54,770,38,-2768.04
2852,1,423,24,47.840000000000146
9935,99,987,10,10434.0
5532,72,726,2,5656.36
9491,20,754,83,-22673.989999999998
2417,83,214,30,488.0
3558,91,268,68,-12957.84
9570,73,736,91,-24446.71
4757,33,149,96,-37325.56
5591,63,277,94,-31871.760000000002
8080,4,937,98,-38683.64
7324,79,565,95,-29483.75
4447,88,916,88,-25832.04
3020,34,448,22,1391.56
9472,87,860,66,-6173.959999999999
5655,20,422,59,-10256.71
6743,52,449,19,5958.49
1680,7,703,41,-6286.710000000001
8849,11,367,80,-21695.0
285,42,330,85,-31619.75
7734,9,669,75,-19209.75
1429,23,908,22,-441.44000000000005
7663,39,572,19,6631.49
4394,27,886,62,-12806.04
8738,54,973,35,4613.25
6841,23,955,59,-8893.71
7284,7,693,29,3357.6899999999996
9246,70,819,2,9366.36
9227,42,960,71,-12542.310000000001
8694,68,577,32,5842.16
3488,24,330,60,-12748.0
3830,14,837,41,-3849.710000000001
2163,93,117,12,2571.96
4099,51,301,23,2674.61
6731,24,753,32,2471.16
5502,99,512,10,6001.0
7668,90,101,36,4544.639999999999
9133,92,577,26,8205.84
6609,38,204,2,6665.36
6011,16,882,52,-6433.640000000001
3395,54,980,24,1862.8400000000001
9875,33,538,39,3693.8899999999994
5140,47,535,77,-20352.39
3512,44,496,24,1739.8400000000001
3581,40,625,59,-11150.71
7133,94,418,88,-22618.04
1453,8,770,39,-5703.110000000001
767,91,754,64,-13520.36
3723,29,758,26,1157.8399999999997
1001,81,644,77,-21873.39
9343,88,342,6,9694.24
3102,23,670,33,-1485.9899999999998
3570,32,61,5,3607.25
3462,58,621,74,-19133.16
290,53,117,6,431.24
6464,59,90,53,-4201.1900000000005
4451,66,544,9,4647.29
5580,53,435,19,4814.49
2729,47,794,58,-11062.240000000002
5675,69,767,44,-794.7600000000002
8552,16,765,14,7813.64
5342,63,835,93,-31265.590000000004
2948,92,577,92,-30146.239999999998
1008,85,270,47,-5843.1900000000005
5113,74,405,33,2208.01
4665,36,776,19,3576.49
3693,5,673,62,-14871.04
1544,85,146,95,-34693.75
5025,50,635,83,-24649.989999999998
5985,27,718,49,-4480.91
7961,45,858,97,-33872.19
5500,35,994,7,5504.41
6357,78,299,91,-27204.71
4186,35,975,7,4190.41
8691,78,482,96,-29071.559999999998
5270,84,325,4,5527.44
7051,97,893,9,7526.29
3477,81,971,78,-20077.440000000002
3959,86,947,49,-3615.91
1472,55,686,42,-4879.24
548,51,661,36,-3979.3600000000006
4407,80,647,15,4502.25
7362,83,874,28,5836.5599999999995
7634,67,976,86,-22918.36
6784,88,929,51,-1498.9099999999999
4591,17,41,66,-15674.96
4118,67,720,32,1234.1599999999999
961,49,551,20,-23.0
7488,79,925,79,-16914.31
9304,51,915,97,-31947.190000000002
6967,4,644,32,2067.16
5164,15,916,12,4636.96
8613,40,38,59,-6118.709999999999
2603,23,592,40,-4333.0
4874,27,366,86,-29118.36
5171,99,412,13,5628.21
4915,57,673,50,-4510.0
1839,41,627,39,-4030.1100000000006
7808,64,651,86,-23002.36
2336,3,197,40,-5400.0
4039,18,497,22,2058.56
5954,80,909,66,-10153.96
4968,40,271,75,-19650.75
3047,48,509,58,-10686.240000000002
6620,72,325,39,1959.8899999999994
8569,65,844,25,7125.25
842,52,932,70,-19577.0
9446,43,358,32,5794.16
3561,80,230,52,-5555.640000000001
733,59,132,60,-13403.0
3649,6,732,47,-6915.1900000000005
4472,9,128,80,-26232.0
3019,22,222,17,1974.01
9596,51,674,83,-19995.989999999998
8111,75,879,72,-11942.440000000002
1294,79,670,72,-18471.440000000002
5753,90,305,50,-2022.0
7937,69,62,8,8174.76
6261,14,644,4,6238.44
4505,1,547,29,404.6899999999996
5725,81,346,18,5592.16
9178,4,614,73,-16695.39
830,11,452,37,-5484.79
7849,86,753,48,664.3600000000006
1073,11,657,74,-25000.16
6348,31,503,74,-18245.16
1380,48,112,84,-29232.96
561,72,739,10,790.0
6899,92,54,78,-15797.440000000002
4207,48,818,93,-33795.590000000004
9310,45,921,86,-23134.36
2830,73,973,79,-22046.31
115,64,854,24,-1177.1599999999999
2635,4,94,70,-21144.0
9175,87,600,77,-13237.39
3100,46,442,36,-1607.3600000000006
5071,65,796,48,-3121.6399999999994
873,18,868,35,-4511.75
5151,51,639,88,-28384.04
412,71,140,81,-26051.510000000002
3254,24,976,76,-23282.16
1963,20,729,72,-22050.440000000002
9474,15,114,22,7427.5599999999995
2991,92,716,94,-31745.760000000002
4269,75,964,7,4553.41
1057,86,204,55,-9065.75
8555,65,795,77,-15551.39
2621,93,973,6,3002.24
8729,72,629,47,1266.8099999999995
2251,45,830,42,-4520.24
2365,95,561,29,990.6899999999996
19,36,211,60,-15497.0
9452,97,941,79,-13528.310000000001
5734,64,954,63,-9721.79
2539,73,710,27,930.6099999999997
8074,64,653,11,8183.89
5320,38,414,56,-7949.76
6272,88,692,31,4281.49
670,23,171,65,-18579.75
5098,25,703,80,-24326.0
574,46,884,43,-6526.59
9053,85,880,48,1820.3600000000006
5435,13,455,75,-21208.75
9423,26,476,36,3995.6399999999994
3117,76,72,69,-15015.510000000002
5346,87,226,96,-31552.559999999998
7342,46,259,88,-26633.04
4415,45,60,82,-24909.840000000004
1459,68,306,16,1290.04
4656,89,577,3,4878.81
3214,99,615,94,-30864.760000000002
531,12,279,91,-39036.71
8984,39,457,13,8661.21
3743,26,301,57,-10727.59
6703,49,572,45,-1034.75
8629,95,236,13,9034.21
4672,91,415,82,-20880.840000000004
1085,35,5,75,-23908.75
4208,1,632,61,-14001.11
7323,42,200,55,-5219.75
5791,95,478,71,-12215.310000000001
3649,20,748,4,3650.44
4248,27,210,50,-6677.0
5464,28,926,69,-15980.510000000002
1775,19,823,57,-13094.59
2062,75,649,2,2192.36
7544,83,622,57,-3677.59
8240,6,690,7,8041.41
5165,16,413,45,-4057.75
7229,80,200,27,5809.61
3816,87,848,69,-13557.510000000002
7374,69,902,80,-18530.0
4763,98,222,18,4936.16
8292,84,257,50,217.0
7319,72,165,11,7516.89
8718,78,169,47,1537.8099999999995
7877,94,441,45,2164.25
8464,11,220,85,-26075.75
9073,82,85,13,9309.21
8369,84,446,52,-539.6400000000012
1873,9,424,17,607.01
2738,94,661,6,3125.24
5452,52,209,12,5368.96
8287,27,626,88,-27360.04
9080,39,977,51,-1701.9099999999999
163,22,257,76,-26525.16
9900,56,678,44,2858.24
5157,46,148,37,137.21000000000004
507,58,453,99,-41873.91
1505,63,703,59,-11869.71
6377,83,530,57,-4844.59
6732,46,495,33,2903.01
1074,38,548,58,-13239.240000000002
4283,33,100,12,3971.96
9862,57,218,10,9941.0
6581,20,293,98,-38614.64
2801,81,431,26,1587.8399999999997
5798,49,711,31,2598.49
5669,53,932,6,5810.24
3840,14,753,12,3300.96
2566,82,786,20,2242.0
4958,50,267,34,982.04
3863,53,439,47,-4492.1900000000005
1929,20,337,31,-2169.51
9131,20,478,77,-18440.39
5660,95,820,89,-24777.11
778,43,114,80,-27206.0
6956,53,796,15,6646.25
9199,71,405,1,9265.09
9255,41,970,66,-9426.96
5149,86,655,52,-3655.6400000000012
7090,8,785,3,7069.81
5360,68,925,71,-14563.310000000001
9756,44,245,69,-10584.510000000002
7093,85,860,70,-11016.0
8813,65,278,42,2881.76
7407,73,44,82,-19621.840000000004
4228,82,357,4,4477.44
3662,40,100,13,3352.21
441,70,555,56,-11036.76
5780,26,580,36,352.6399999999994
6691,52,108,39,1250.8899999999994
1017,18,240,90,-37134.0
7141,71,628,98,-33056.64
8087,52,590,76,-16321.16
7630,67,610,59,-5508.709999999999
1407,33,611,8,1356.76
1003,79,739,70,-17526.0
9485,23,140,83,-22430.989999999998
8399,58,274,86,-22927.36
9072,73,257,20,8568.0
6184,29,319,46,-2871.5599999999995
208,91,841,15,468.25
4351,62,906,36,219.63999999999942
1368,86,746,45,-4704.75
5907,44,53,71,-15720.310000000001
233,90,563,26,-746.1600000000003
1718,72,297,15,1693.25
9520,77,644,49,1504.0900000000001
1974,42,244,91,-34863.71
3185,15,398,84,-30199.96
4324,61,521,35,444.25
4113,31,195,50,-6612.0
5081,91,814,62,-8151.040000000001
4534,46,341,58,-9315.240000000002
1923,26,756,53,-10491.19
7902,41,922,90,-28179.0
7340,35,567,87,-26778.79
6272,84,674,2,6420.36
9115,70,487,81,-17429.510000000002
3384,89,303,9,3787.29
695,16,730,88,-35920.04
4062,80,568,22,3445.56
2573,51,828,40,-3243.0
3326,91,616,7,3722.41
9474,10,371,77,-18867.39
6552,28,319,95,-35100.75
9879,79,791,66,-6294.959999999999
8549,58,179,33,5116.01
1593,74,236,75,-20475.75
5581,75,547,2,5711.36
5987,81,236,73,-14265.39
5372,97,230,12,5828.96
8743,94,695,63,-4822.790000000001
5571,49,305,44,-1778.7600000000002
7824,49,466,97,-33621.19
5799,48,91,52,-4981.640000000001
9603,37,623,40,3227.0
4988,54,335,43,-1768.5900000000001
390,93,528,62,-12718.04
5669,47,552,74,-17740.16
1431,15,583,22,-615.44
5708,79,621,47,-1425.1900000000005
5758,84,181,73,-14275.39
3614,86,187,93,-30854.590000000004
3493,57,53,63,-12403.79
3467,40,535,5,3544.25
4162,42,245,25,2143.25
3779,70,394,65,-12415.75
8337,6,362,81,-23391.510000000002
6038,81,302,10,6357.0
6894,24,949,40,-2.0
586,38,237,67,-18908.99
3168,94,854,90,-28143.0
9048,37,30,21,7659.6900000000005
3348,66,634,48,-4796.639999999999
4198,80,31,79,-20125.31
1374,56,404,24,-110.15999999999985
58,7,249,80,-30806.0
5844,36,658,2,5896.36
1824,73,977,53,-8099.1900000000005
2817,64,495,37,-1536.79
6078,57,807,45,-1299.75
9727,69,872,3,9889.81
3262,64,197,57,-9042.59
8556,89,482,99,-30755.910000000003
4878,17,75,93,-36007.590000000004
2058,8,306,44,-7095.76
9158,47,790,98,-33391.64
9477,2,700,99,-38447.91
744,61,338,85,-29545.75
1690,51,795,80,-25654.0
1851,21,955,57,-12904.59
3470,28,111,38,-2556.04
2485,1,518,98,-44572.64
156,48,859,60,-14640.0
701,35,549,88,-34242.04
3464,55,750,97,-37399.19
361,63,820,19,-214.51
363,16,394,72,-23938.440000000002
8880,67,580,59,-4258.709999999999
515,49,411,13,322.2099999999999
1352,79,445,5,1624.25
6395,93,75,34,3881.04
7544,87,234,9,7929.29
9184,23,909,88,-26815.04
851,59,743,26,-934.1600000000003
9814,57,902,66,-7811.959999999999
6081,5,716,97,-39632.19
7102,95,572,12,7534.96
938,93,787,15,1228.25
4997,59,245,24,3584.84
8741,47,226,71,-12673.310000000001
3786,52,792,28,1392.56
8994,78,520,5,9261.25
4008,52,155,50,-5667.0
2307,4,336,18,788.1599999999999
824,61,10,77,-23590.39
4249,13,449,38,-2347.04
8148,63,776,86,-22748.36
686,96,134,13,1104.21
6115,96,168,44,833.2399999999998
977,56,259,55,-10795.75
1999,89,927,81,-23006.510000000002
758,79,30,99,-39543.91
900,45,471,5,1002.25
1178,75,513,50,-7347.0
2610,88,129,50,-5265.0
3646,1,904,83,-30095.989999999998
7879,1,965,98,-39178.64
7949,6,739,63,-11160.79
1570,2,198,40,-6206.0
3718,22,713,39,-2892.1100000000006
7133,83,243,85,-21286.75
457,62,74,40,-4919.0
3189,40,7,67,-16171.990000000002
2904,36,878,24,939.8400000000001
2373,66,159,78,-22351.440000000002
993,93,169,96,-35329.56
222,46,9,16,-298.96000000000004
16,48,582,62,-15882.04
4880,59,196,51,-4881.91
7228,57,391,19,6538.49
2880,21,324,53,-9799.19
3724,88,908,23,3150.61
6535,90,776,20,6371.0
715,33,126,12,403.96000000000004
5937,7,203,83,-27306.989999999998
8006,46,184,88,-25969.04
3015,5,470,54,-11032.560000000001
54,49,375,72,-21871.440000000002
9361,28,550,10,9150.0
1000,57,268,52,-9312.640000000001
2341,53,294,61,-12696.11
3579,10,449,32,-1128.8400000000001
7035,90,121,89,-23847.11
4753,47,456,69,-15380.510000000002
5774,44,406,49,-3858.91
3360,40,139,20,2196.0
6037,56,280,13,5935.21
1821,46,73,55,-10501.75
8983,7,935,97,-36536.19
2914,69,738,51,-6337.91
4712,16,11,25,2043.25
4820,83,240,86,-24356.36
2709,80,419,71,-16362.310000000001
6057,25,75,84,-26487.96
7624,31,329,31,3866.49
785,38,335,50,-9590.0
1357,91,167,91,-31021.71
4967,23,987,1,4985.09
2557,1,164,92,-38909.24
83,56,462,47,-8131.1900000000005
8845,77,469,2,8979.36
5546,77,981,31,3214.49
8364,70,804,9,8596.29
5297,63,674,76,-18275.16
5804,27,726,20,4380.0
7770,55,752,58,-5557.240000000002
1814,59,602,97,-38661.19
3218,22,517,8,3079.76
9207,88,101,16,9358.04
2724,42,420,69,-17754.510000000002
3025,73,666,4,3238.44
7244,67,933,34,3846.04
9736,79,275,41,4721.289999999999
6273,50,320,73,-16242.39
3256,18,598,21,1468.69
1690,97,684,31,-21.51000000000022
237,97,432,81,-24120.510000000002
4099,3,262,28,333.55999999999995
7303,27,680,3,7339.81
9683,10,295,12,9095.96
9189,86,91,25,8270.25
7404,52,566,71,-13655.310000000001
1070,66,894,22,145.55999999999995
3011,56,483,72,-18410.440000000002
9770,1,913,1,9766.09
4769,32,285,90,-32122.0
2301,48,212,92,-34841.24
7247,77,189,67,-9634.990000000002
7548,88,381,30,5769.0
7049,54,546,34,3209.04
8730,67,518,6,8955.24
4952,1,414,7,4718.41
5944,55,927,86,-25640.36
7765,19,512,53,-5020.1900000000005
4903,27,909,24,2722.84
8701,53,438,33,5103.01
3205,64,231,32,225.15999999999985
6109,36,123,35,1354.25
7916,12,278,76,-19532.16
4863,94,459,47,-1565.1900000000005
3422,5,912,61,-14543.11
2672,31,672,35,-2257.75
8843,51,656,5,8975.25
3539,38,644,74,-20536.16
3753,70,918,88,-28110.04
7426,22,609,96,-35712.56
8988,63,721,88,-23491.04
551,95,248,49,-6582.91
956,32,307,4,1005.44
6622,1,220,98,-40435.64
3939,65,271,10,4098.0
8067,62,379,74,-14232.16
6191,85,272,47,-660.1900000000005
8286,58,464,52,-1974.6400000000012
2337,33,475,88,-32782.04
2597,83,65,37,-1053.79
7364,26,291,40,548.0
9782,3,748,95,-34245.75
4021,98,128,8,4490.76
3576,86,345,61,-9448.11
8668,77,715,56,-2417.76
8698,56,618,82,-19724.840000000004
9007,3,490,53,-4626.1900000000005
7648,16,396,20,6004.0
1728,55,252,23,395.6100000000001
7694,23,185,18,6517.16
3703,77,842,83,-23730.989999999998
6432,76,474,61,-7202.110000000001
7343,42,469,3,7424.81
209,96,84,81,-24229.510000000002
2813,62,306,58,-10108.240000000002
8263,52,815,11,8240.89
7949,5,262,24,5240.84
1660,14,659,38,-4898.04
2824,69,485,72,-17661.440000000002
5323,4,732,22,3034.56
8575,25,611,84,-23969.96
9951,70,926,48,1998.3600000000006
335,30,478,33,-4021.99
5868,42,150,26,3640.8399999999997
6601,55,901,99,-36076.91
351,60,846,58,-12686.240000000002
6737,85,601,50,-1288.0
4728,77,879,97,-34001.19
507,28,858,15,-177.75
7228,95,571,66,-7889.959999999999
1845,11,861,46,-8038.5599999999995
6518,52,788,98,-35541.64
5697,29,826,93,-34072.590000000004
1652,83,761,50,-6473.0
3506,89,838,52,-5142.640000000001
5425,24,39,23,3379.61
7532,88,77,97,-30130.190000000002
2041,96,24,62,-10881.04
9295,30,174,87,-25258.79
3730,18,705,7,3615.41
4008,22,618,53,-8618.19
8005,23,591,3,8029.81
3626,47,61,14,3321.64
8576,31,215,33,4252.01
577,69,837,51,-8674.91
3068,1,539,82,-29864.840000000004
2491,3,637,95,-41536.75
8710,3,801,35,2800.25
3620,75,750,75,-18373.75
7460,37,7,82,-22520.840000000004
7078,22,270,58,-8163.240000000002
6170,60,726,11,6235.89
8721,63,304,19,8145.49
8981,97,180,14,9376.64
1429,54,461,3,1546.81
5826,61,554,78,-19288.440000000002
4619,83,203,81,-20872.510000000002
865,27,140,70,-21304.0
3167,65,212,27,1342.6099999999997
4498,22,253,42,-3239.24
4399,7,5,85,-30480.75
3634,22,274,5,3621.25
2884,87,687,50,-5041.0
1165,7,20,44,-8032.76
3728,96,499,83,-22128.989999999998
5560,47,297,42,-1127.2399999999998
3876,9,497,31,-563.5100000000002
5180,18,946,17,4067.01
5404,60,911,77,-19087.39
3635,38,336,95,-37067.75
6166,71,527,47,-1343.1900000000005
8276,19,293,3,8288.81
9174,43,387,9,9163.29
4042,96,165,19,4093.49
8853,34,756,51,-2183.91
3967,62,978,73,-17672.39
4887,32,11,25,2618.25
2610,62,175,27,704.6099999999997
7490,38,338,60,-7906.0
8773,37,111,42,1665.7600000000002
2996,68,333,97,-36606.19
3552,74,62,54,-6769.560000000001
8894,44,802,83,-21278.989999999998
8399,42,343,2,8463.36
6809,31,34,39,549.8899999999994
4910,89,789,22,4491.5599999999995
974,2,617,8,675.76
5951,63,676,24,4634.84
8493,69,20,56,-3040.76
3476,83,201,15,3616.25
4168,24,360,76,-22368.16
6905,52,934,94,-31591.760000000002
9700,7,131,37,3237.21
800,89,364,69,-16435.510000000002
6284,93,839,46,172.4400000000005
2639,17,68,18,1354.1599999999999
9772,75,936,61,-3923.1100000000006
9223,74,869,61,-4533.110000000001
6079,94,613,82,-19227.840000000004
9444,33,756,78,-17854.440000000002
4753,52,1,32,1389.1599999999999
7104,41,324,12,6888.96
8620,4,423,31,4025.49
2729,41,544,57,-10886.59
4153,40,982,9,4115.29
9980,22,831,71,-13209.310000000001
473,72,999,61,-13405.11
1441,91,382,38,-2191.04
1785,47,495,48,-7271.639999999999
3668,36,954,99,-40890.91
8438,5,120,26,5248.84
9158,16,403,92,-30928.239999999998
9502,8,711,66,-11357.96
8230,79,588,28,6592.5599999999995
1235,51,380,49,-8054.91
4297,38,870,75,-20471.75
1496,36,588,87,-32535.79
4034,91,841,18,4081.16
3625,26,432,84,-28835.96
8680,33,59,99,-36175.91
1350,61,359,76,-22374.16
4281,23,586,36,-1254.3600000000006
6102,75,983,45,-465.75
9020,32,81,19,7855.49
4588,91,531,53,-4381.1900000000005
4521,23,262,61,-12346.11
3999,89,933,5,4321.25
8583,21,139,29,5062.69
8458,69,730,31,5878.49
481,5,793,9,128.28999999999996
1351,16,401,20,-293.0
5895,80,422,79,-18428.31
4628,46,907,39,-1046.1100000000006
3851,11,514,47,-6478.1900000000005
4234,11,886,10,3853.0
7844,66,630,83,-20502.989999999998
5120,83,693,10,5459.0
3412,3,58,99,-44413.91
7661,27,224,90,-29680.0
5285,91,459,3,5513.81
8033,52,866,4,8162.44
3457,1,415,69,-19850.510000000002
592,32,263,49,-9628.91
5412,37,235,39,-613.1100000000006
2467,10,509,51,-9793.91
9355,84,527,52,446.35999999999876
6713,23,161,10,6452.0
8227,83,904,13,8476.21
2701,31,918,39,-3558.1100000000006
3276,59,607,4,3433.44
5430,60,662,33,2063.01
3493,74,621,48,-4267.639999999999
1733,97,734,30,224.0
8562,52,663,1,8609.09
2444,78,383,91,-31117.71
6028,38,677,82,-23870.840000000004
8702,67,46,95,-29245.75
8484,82,911,54,-1405.5600000000013
8091,10,929,29,4251.69
8569,48,93,63,-7894.790000000001
2072,47,457,68,-17435.84
8318,23,32,67,-12181.990000000002
1911,99,413,67,-13496.990000000002
9686,52,544,54,-1823.5600000000013
6247,99,182,27,5340.61
5610,25,789,18,4469.16
3247,3,168,73,-22699.39
5011,40,62,64,-12540.36
9809,63,693,20,9105.0
620,22,988,46,-8757.56
7385,53,724,67,-11104.990000000002
3494,79,27,87,-26796.79
4787,62,625,82,-23143.840000000004
7790,48,49,85,-23604.75
5256,16,882,64,-13831.36
7149,74,693,84,-21279.96
6866,17,592,16,5881.04
9462,54,436,88,-23809.04
6635,85,404,12,6947.96
8453,8,520,51,-3909.91
3356,91,671,60,-8860.0
817,99,388,24,364.84000000000015
2172,58,775,69,-17202.510000000002
2383,31,117,86,-31265.36
2816,64,900,72,-18029.440000000002
9895,75,713,36,6231.639999999999
5323,7,262,15,4323.25
7745,93,876,58,-3378.2400000000016
9454,31,666,47,64.80999999999949
6154,96,207,57,-4326.59
2268,97,901,72,-16201.440000000002
5935,21,223,59,-9917.71
1892,18,154,45,-7240.75
65,58,591,73,-21866.39
3601,87,515,63,-10405.79
